film_id,title,wikidata_uri,subject,predicate,object,sentence,extraction_method
Q122642767,Chhota Bheem and the Curse of Damyaan (2024 film),http://www.wikidata.org/entity/Q122642767,Raghav Sachar,compose,Junaid Siddiqui,"The soundtrack and background score were composed by Raghav Sachar, while the cinematography and editing were handled by Suryaa and Junaid Siddiqui.",root_verb_fallback
Q124432901,Chiclets (film),http://www.wikidata.org/entity/Q124432901,Muthu M. Shot,star,Tamil,"Chiclets is a 2024 Indian teen drama film written and directed by Muthu M. Shot simultaneously in Tamil and Telugu, the film stars Sathvik Varma, Jack Robinson and Nayan Karishma in the lead roles.",root_verb_fallback
Q124432901,Chiclets (film),http://www.wikidata.org/entity/Q124432901,Srinivasan Guru,produce,SSB Films,The film was produced by S Srinivasan Guru under the banner of SSB Films.,root_verb_fallback
Q131612487,ChiefsAholic: A Wolf in Chiefs Clothing,http://www.wikidata.org/entity/Q131612487,Kansas City Chiefs,follow,Xaviar Babudar's,It follows Kansas City Chiefs superfan Xaviar Babudar's secret life as a serial bank robber.,root_verb_fallback
Q131612487,ChiefsAholic: A Wolf in Chiefs Clothing,http://www.wikidata.org/entity/Q131612487,Babudar,explore,Michael Lloyd,"It explores his arrest through his own interviews and subsequent legal journey, as well as interviews of other Chiefs fans, a bank teller who was the victim of his final robbery, and Babudar's bail bondsman Michael Lloyd.",root_verb_fallback
Q131612487,ChiefsAholic: A Wolf in Chiefs Clothing,http://www.wikidata.org/entity/Q131612487,"December 24, 2024",release,Amazon,"The film was released on December 24, 2024 on Amazon Prime.",root_verb_fallback
Q130319746,Child Star (film),http://www.wikidata.org/entity/Q130319746,Lovato,star,Drew Barrymore,"It stars actresses Lovato, Drew Barrymore, JoJo Siwa, Raven-Symoné, Christina Ricci, Kenan Thompson, and Alyson Stoner.",root_verb_fallback
Q130319746,Child Star (film),http://www.wikidata.org/entity/Q130319746,2025,nominate,Music Awards,The film was nominated for Favorite On Screen at the 2025 iHeartRadio Music Awards.,root_verb_fallback
Q130479161,Chitti Potti,http://www.wikidata.org/entity/Q130479161,Pavithra,include,Ram Mittakanti,"The cast includes Pavithra, Ram Mittakanti, Kashvi, Kanthamma, Achari, Harsha, Satish, and Sarala.",root_verb_fallback
Q123345219,Chosen Family (film),http://www.wikidata.org/entity/Q123345219,Graham,star,John Brotherton,"It stars Graham, John Brotherton, Andrea Savage, Michael Gross, Julie Halston, Thomas Lennon and Julia Stiles.",root_verb_fallback
Q128454029,Chote Nawab,http://www.wikidata.org/entity/Q128454029,Yoodlee,star,Akshay Oberoi,"Produced by Yoodlee films, it stars Akshay Oberoi, Plabita Borthakur and Svar Kamble.",root_verb_fallback
Q127046020,Christmas Carole,http://www.wikidata.org/entity/Q127046020,Julie Ponsonnet,write,2022,Gottesdiener co-wrote the script with Julie Ponsonnet based on the 2022 PAGE Award Bronze winning English-language screenplay Nutcrackers by American author Chrissy Lessey.,root_verb_fallback
Q127046020,Christmas Carole,http://www.wikidata.org/entity/Q127046020,Noémie Lvovsky,star,Didier Bourdon,The film stars Noémie Lvovsky and Didier Bourdon in the lead roles.,root_verb_fallback
Q127046020,Christmas Carole,http://www.wikidata.org/entity/Q127046020,14 November 2024,schedule,Germany,"After screening at various film festivals, it is scheduled for wide theatrical release on 14 November 2024 in Germany and on 18 December 2024 in France, Belgium and French-speaking Switzerland.",root_verb_fallback
Q125504091,Christmas Eve in Miller's Point,http://www.wikidata.org/entity/Q125504091,Matilda Fleming,star,Maria Dizzia,"It stars Matilda Fleming, Maria Dizzia, Ben Shenkman, Francesca Scorsese, Elsie Fisher, Lev Cameron, Sawyer Spielberg, Gregg Turkington, and Michael Cera, who is also a producer on the film.",root_verb_fallback
Q131752943,Christmas in Lagos,http://www.wikidata.org/entity/Q131752943,Greoh Studios,explore,Lagos,"Produced by Greoh Studios, the film explores the vibrant culture of Lagos, Nigeria, during the Christmas season.",root_verb_fallback
Q131752943,Christmas in Lagos,http://www.wikidata.org/entity/Q131752943,Richard Mofe-Damijo,include,Teniola Aladese,"cast members include Richard Mofe-Damijo, Teniola Aladese, Shaffy Bello, Ladipoe, Shalom C. Obiago, Rayxia Ojo, Ebele Okaro-Onyiuke, and Ejike Asiegbu.",root_verb_fallback
Q131566291,Chuzalongo,http://www.wikidata.org/entity/Q131566291,Bruno Odar,star,Wolframio Sinué,"It stars Bruno Odar, Wolframio Sinué and Aléx Cisneros accompanied by Fernando Bacilio, Mónica Mancero, Toa Tituaña, Yuyak Guitarra, Lenin Farinango and Sisa Farez.",root_verb_fallback
Q127603898,Cicada (2024 film),http://www.wikidata.org/entity/Q127603898,Meghana Raj Sarja,announce,Prajwal Devaraj,Meghana Raj Sarja and Prajwal Devaraj announced the movie in Kannada.,root_verb_fallback
Q127603898,Cicada (2024 film),http://www.wikidata.org/entity/Q127603898,Rajith Menon,star,Gayathri Mayura,"The film stars Rajith Menon, Gayathri Mayura, and Jaise Jose.",root_verb_fallback
Q124350264,Cidade; Campo,http://www.wikidata.org/entity/Q124350264,Fernanda Vianna,tell,Mirella Façanha,"Starring Fernanda Vianna, Mirella Façanha and Bruna Linzmeyer, the film tells two tales of migration between the city and the countryside.",root_verb_fallback
Q124350264,Cidade; Campo,http://www.wikidata.org/entity/Q124350264,Joana,move,São Paulo,"In first tale: Joana moves to São Paulo and tries to restart her life, after a disaster floods her land.",root_verb_fallback
Q115778970,Citizen of a Kind,http://www.wikidata.org/entity/Q115778970,Kim Seong-ja,base,Hwaseong,"It is based on the true story of Kim Seong-ja, a laundromat owner in Hwaseong, Gyeonggi, who caught the head of a voice phishing organization in 2016.",root_verb_fallback
Q115727176,City Hunter (2024 film),http://www.wikidata.org/entity/Q115727176,Yūichi Satō,direct,Tatsuro Mashima,"The film was directed by Yūichi Satō from a screenplay by Tatsuro Mashima and produced by Horipro, the film was released on Netflix on April 25, 2024.",root_verb_fallback
Q111538862,Civil War (film),http://www.wikidata.org/entity/Q111538862,the United States,follow,New York City,"Set during a civil war fought across the United States between a despotic federal government and secessionist movements, the plot follows a group of war journalists traveling from New York City to Washington, D.C., to interview the President of the United States before rebels take the capital city.",root_verb_fallback
Q111538862,Civil War (film),http://www.wikidata.org/entity/Q111538862,Atlanta,begin,Georgia,"Principal photography began in Atlanta, Georgia, in 2022, with production moving to London later in the year.",root_verb_fallback
Q133306326,Close to Me (film),http://www.wikidata.org/entity/Q133306326,Italy,release,24 October 2024,"It was theatrically released in Italy on 24 October 2024, by Medusa Distribuzione.",root_verb_fallback
Q30126698,CobraGator,http://www.wikidata.org/entity/Q30126698,Syfy,speculate,Mansquito,"According to The Guardian ""We can only speculate as to why this was, although perhaps it failed to live up to the high quality of other Syfy work such as 5-Headed Shark Attack or Mansquito.""",root_verb_fallback
Q30126698,CobraGator,http://www.wikidata.org/entity/Q30126698,Super Monster Monster Fest,release,August 2024,The movie was eventually released at Super Monster Monster Fest in August 2024.,root_verb_fallback
Q130558713,The Chef and the Daruma,http://www.wikidata.org/entity/Q130558713,Hidekazu Tojo,blend,Canada,"The film is a portrait of Hidekazu Tojo, a Japanese immigrant to Canada who became a prominent chef on the Vancouver restaurant scene and has been credited by some sources as the inventor of California roll, It blends both contemporary documentary footage and dramatic reenactments of scenes from Tojo's early life, with young Tojo performed by actor Gabriel Prevost-Takahashi.",root_verb_fallback
Q124485988,The Children's Train,http://www.wikidata.org/entity/Q124485988,20 October 2024,premier,Netflix,It premiered at the 19th Rome Film Festival on 20 October 2024 and was released on Netflix on 4 December 2024.,root_verb_fallback
Q123144592,The Clean Up Crew,http://www.wikidata.org/entity/Q123144592,Jonathan Rhys Meyers,star,Swen Temmel,"It stars Jonathan Rhys Meyers, Swen Temmel, Ekaterina Baker, Melissa Leo, and Antonio Banderas.",root_verb_fallback
Q118175825,A Complete Unknown,http://www.wikidata.org/entity/Q118175825,Dylan,portray,Timothée Chalamet,"Dylan is portrayed by Timothée Chalamet, who also produced the film.",root_verb_fallback
Q118175825,A Complete Unknown,http://www.wikidata.org/entity/Q118175825,Edward Norton,appear,Elle Fanning,"Edward Norton, Elle Fanning, Monica Barbaro, Boyd Holbrook, Dan Fogler, Norbert Leo Butz, Eriko Hatsune, Big Bill Morganfield, Will Harrison, and Scoot McNairy appear in supporting roles.",root_verb_fallback
Q128736684,CTRL (film),http://www.wikidata.org/entity/Q128736684,Nikhil Dwivedi,star,Arya Menon,"Produced by Nikhil Dwivedi and Arya Menon under the banners of Saffron Magicworks and Andolan Films, the film stars Ananya Panday and Vihaan Samat.",root_verb_fallback
Q128736684,CTRL (film),http://www.wikidata.org/entity/Q128736684,Netflix,premier,4 October 2024,It premiered on Netflix on 4 October 2024.,root_verb_fallback
Q109510969,Code 8: Part II,http://www.wikidata.org/entity/Q109510969,Robbie Amell,star,Stephen Amell,"Robbie Amell and Stephen Amell reprise their roles from the original film as Connor Reed and Garrett Kelton, respectively; Sirena Gulamgaus, Altair Vincent, Alex Mallari Jr., Moe Jeudy-Lamour, Aaron Abrams, and Jean Yoon also star, with Abrams and Mallari reprising their roles from the original film.",root_verb_fallback
Q123908713,Code Geass: Rozé of the Recapture,http://www.wikidata.org/entity/Q123908713,Recapture,base,Yoshimitsu Ōhashi,"Rozé of the Recapture is a 2024 Japanese four-part animated science fantasy action film series directed by Yoshimitsu Ōhashi and written by Noboru Kimura from co-original story conceived by Gorō Taniguchi and Ichirō Ōkouchi; the four-part film series is based on the Code Geass franchise by Sunrise, who also produced the films.",root_verb_fallback
Q123908713,Code Geass: Rozé of the Recapture,http://www.wikidata.org/entity/Q123908713,Recapture,distribute,2019,"Distributed by Showgate, Rozé of the Recapture is a sequel to Code Geass Lelouch of the Re;surrection (2019), which itself takes place in an alternate continuity established in the three-part compilation film: Initiation, Transgression and Glorification (2017–18).",root_verb_fallback
Q123908713,Code Geass: Rozé of the Recapture,http://www.wikidata.org/entity/Q123908713,Recapture,release,2024,"Rozé of the Recapture was released in 2024, with the first film on May 10, the second film on June 7, the third film on July 5, and the final film on August 2.",root_verb_fallback
Q126595890,Cold Meat (film),http://www.wikidata.org/entity/Q126595890,Netflix,release,"February 26, 2024","It was released exclusively on Netflix on February 26, 2024.",root_verb_fallback
Q124819490,Cold Road,http://www.wikidata.org/entity/Q124819490,Roseanne Supernault,star,Tracy,"The film stars Roseanne Supernault as Tracy, an indigenous woman who is driving, accompanied solely by her dog Pretzel, to her home reserve in far northern Saskatchewan to see her dying mother, but who is under threat from a big rig truck driver who is following her.",root_verb_fallback
Q125986080,Colors of Evil: Red,http://www.wikidata.org/entity/Q125986080,Jakub Gierszał,star,Maja Ostaszewska,"The film stars Jakub Gierszał, Maja Ostaszewska and Zofia Jastrzębska.",root_verb_fallback
Q125986080,Colors of Evil: Red,http://www.wikidata.org/entity/Q125986080,Tricity,follow,Poland,"It follows the murder of a young woman in Tricity, Poland and the rookie prosecutor Leopold Bilski who teams up with the victim's mother, Judge Helena Bogucka.",root_verb_fallback
Q126193226,Come Closer (film),http://www.wikidata.org/entity/Q126193226,Starring Lia Elalouf,star,Darya Rosenn,"Starring Lia Elalouf and Darya Rosenn accompanied by Ido Tako, Yaakov Zada-Daniel and Netta Garti.",root_verb_fallback
Q126193226,Come Closer (film),http://www.wikidata.org/entity/Q126193226,the Ophir Award for Best Picture,select,the Best International Feature Film,"After winning the Ophir Award for Best Picture, it was officially selected as the Israeli entry for the Best International Feature Film at the 97th Academy Awards, but was not nominated.",root_verb_fallback
Q128789352,Committee Kurrollu,http://www.wikidata.org/entity/Q128789352,Pink Elephant Pictures,feature,Shree Radha Damodhar Studios,"Produced by Pink Elephant Pictures and Shree Radha Damodhar Studios, the film features Sandeep Saroj, Trinadh Varma, P. Sai Kumar, Goparaju Ramana, Raadhya and Yaswanth Pendyala in important roles alongside other ensemble cast.",root_verb_fallback
Q21780580,Comrade Tambo's London Recruits,http://www.wikidata.org/entity/Q21780580,ANC,inspire,Britain,"It is inspired by the true story of how the ANC recruited volunteers in Britain in the 1960s and 70s, at the height of apartheid, to travel to South Africa for undercover missions.",root_verb_fallback
Q135967776,Concerto for Other Hands,http://www.wikidata.org/entity/Q135967776,David González Ladrón de Guevara,follow,Miller Syndrome,"It follows David González Ladrón de Guevara, a boy with Miller Syndrome, who tries to build a musical career playing piano assisted by his father.",root_verb_fallback
Q116701124,Conclave (film),http://www.wikidata.org/entity/Q116701124,Ralph Fiennes,star,Stanley Tucci,"The film stars Ralph Fiennes, Stanley Tucci, John Lithgow, Sergio Castellitto, and Isabella Rossellini.",root_verb_fallback
Q130526069,Corina (film),http://www.wikidata.org/entity/Q130526069,Naian González Norvind,star,Cristo Fernández,It stars Naian González Norvind and Cristo Fernández.,root_verb_fallback
Q123956214,Crakk,http://www.wikidata.org/entity/Q123956214,Arjun Rampal,star,Nora Fatehi,"It stars Jammwal, Arjun Rampal, Nora Fatehi, Amy Jackson, Jamie Lever, Pooja Sawant, Ankit Mohan, and Rukmini Maitra.",root_verb_fallback
Q124656178,Crew (film),http://www.wikidata.org/entity/Q124656178,Ekta Kapoor,star,Rhea Kapoor,"Produced by Ekta Kapoor, Rhea Kapoor, Anil Kapoor, and Digvijay Purohit under Balaji Motion Pictures and Anil Kapoor Films & Communication Network, it stars Kareena Kapoor Khan, Kriti Sanon, and Tabu with Diljit Dosanjh and Kapil Sharma in supporting roles.",root_verb_fallback
Q123330656,Crisis Negotiators,http://www.wikidata.org/entity/Q123330656,Cheuk,center,Lau,The film centers around police negotiator Cheuk (Lau) who accidentally becomes a murder suspect and is forced to take over a police station to clear his name with the help of his former colleague Tse (Ng).,root_verb_fallback
Q130276124,Crocodile Tears (film),http://www.wikidata.org/entity/Q130276124,Yusuf Mahardika,star,Zulfa Maharani,"It stars Yusuf Mahardika, Zulfa Maharani, and Marissa Anita.",root_verb_fallback
Q123944616,Crossing (2024 film),http://www.wikidata.org/entity/Q123944616,Mzia Arabuli,star,Lucas Kankava,"It stars Mzia Arabuli, Lucas Kankava and Deniz Dumanlı.",root_verb_fallback
Q123944616,Crossing (2024 film),http://www.wikidata.org/entity/Q123944616,Panorama,select,15 February 2024,"The film was selected in the Panorama section at the 74th Berlin International Film Festival, where it had its world premiere on 15 February 2024.",root_verb_fallback
Q123944616,Crossing (2024 film),http://www.wikidata.org/entity/Q123944616,Sweden,release,22 March 2024,"It was released in Sweden on 22 March 2024, by TriArt Film.",root_verb_fallback
Q130385355,Crosspoint (film),http://www.wikidata.org/entity/Q130385355,Carlo Aquino,star,Takehiro Hira,The film stars Filipino actor Carlo Aquino and Emmy-nominated Japanese actor Takehiro Hira as the two men who started a manhunt for a wanted serial killer whose bounty will be the solution to their respective financial struggles.,root_verb_fallback
Q131592863,Crossroads (2024 film),http://www.wikidata.org/entity/Q131592863,the 1990s,portray,Eriola,"Set in the 1990s, it portrays the complexities of university life through the intertwined experiences of Eriola, Oyekan, and Fela.",root_verb_fallback
Q113012026,Cuckoo (2024 film),http://www.wikidata.org/entity/Q113012026,Germany,follow,the United States,"A co-production between Germany and the United States, the film follows a teenager (Schafer) who moves to the German Alps to live with her father (Csokas) but becomes disturbed by strange occurrences as her father's boss (Stevens) embroils her family in a sinister plot.",root_verb_fallback
Q128636616,Cuerpo escombro,http://www.wikidata.org/entity/Q128636616,Dani Rovira,star,Cassandra Ciangherotti,"It stars Dani Rovira alongside Cassandra Ciangherotti, Ernesto Sevilla, El Langui and María Hervás.",root_verb_fallback
Q138456459,Cup (film),http://www.wikidata.org/entity/Q138456459,Mathew Thomas,star,Basil Joseph,"The film stars Mathew Thomas, Basil Joseph, Guru Somasundaram, and Riya Shibu in prominent roles.",root_verb_fallback
Q124048748,Cura sana,http://www.wikidata.org/entity/Q124048748,Jessica,tell,Alma,"It tells the story of two sisters, Jessica and Alma, who are victims of domestic violence at home and therefore treat each other with violence.",root_verb_fallback
Q130053445,Curl Power,http://www.wikidata.org/entity/Q130053445,Maple Ridge,profile,British Columbia,"The film profiles the 4KGirl$, a group of teenage girls from Maple Ridge, British Columbia, who are training as a curling team with the goal of competing in the Canadian Junior Curling Championships.",root_verb_fallback
Q125843119,Dabaru,http://www.wikidata.org/entity/Q125843119,Nandita Roy,base,Shiboprosad Mukherjee,"Produced by Nandita Roy and Shiboprosad Mukherjee under the banner of Windows Production, the film is based on the life of the Indian chess Grandmaster Surya Shekhar Ganguly.",root_verb_fallback
Q125843119,Dabaru,http://www.wikidata.org/entity/Q125843119,Ganguly,chronicle,North Kolkata's,"The film chronicles the journey of Ganguly from North Kolkata's slums to becoming India's youngest Grandmaster at age 19, played by Arghya Basu Roy.",root_verb_fallback
Q125843119,Dabaru,http://www.wikidata.org/entity/Q125843119,Dipankar De,feature,Chiranjeet Chakraborty,"It also features an ensemble cast of Dipankar De, Chiranjeet Chakraborty, Rituparna Sengupta, Shankar Chakraborty and Kaushik Sen in another pivotal roles.",root_verb_fallback
Q129109617,Dada (2024 film),http://www.wikidata.org/entity/Q129109617,Poole,star,James Gilbert,"Poole's feature directorial debut, the film stars James Gilbert and Ciara Alexys as Adam and Kai, a father and daughter who are driving around the perimeter of a nuclear power plant, interacting in seemingly trivial ways on the eve of Kai's 16th birthday.",root_verb_fallback
Q134464153,El cuento del lobo,http://www.wikidata.org/entity/Q134464153,Daniel Grao,star,Lucía Jiménez,"It stars Daniel Grao, Lucía Jiménez, Paco Tous, and María Romanillos.",root_verb_fallback
Q124334469,La cocina,http://www.wikidata.org/entity/Q124334469,2008,play,1957,"The film elaborates on the theme and style of Ruizpalacios' early short Café Paraíso (2008) and is based on the 1957 stage play The Kitchen by Arnold Wesker, which was already adapted to the 1961 film The Kitchen.",root_verb_fallback
Q124334469,La cocina,http://www.wikidata.org/entity/Q124334469,Raúl Briones,star,Rooney Mara,"The film stars Raúl Briones, Rooney Mara, Soundos Mosbah, Anna Diaz, Motell Foster, Oded Fehr, Eduardo Olmos and Spenser Granese.",root_verb_fallback
Q115978240,The Colors Within,http://www.wikidata.org/entity/Q115978240,Naoko Yamada,release,Science Saru,"Directed by Naoko Yamada and produced by Science Saru, it was released in Japanese theaters in August 2024.",root_verb_fallback
Q126189109,The Commandant's Shadow,http://www.wikidata.org/entity/Q126189109,Jurgen Höss,focus,Auschwitz,"The film focuses on the story of Jurgen Höss, the son of Auschwitz concentration camp director Rudolf Höss, and his boyhood home life in the villa adjacent to it.",root_verb_fallback
Q126189109,The Commandant's Shadow,http://www.wikidata.org/entity/Q126189109,Anita Lasker-Wallfisch,star,Auschwitz,"The film also stars Anita Lasker-Wallfisch, an Auschwitz survivor who meets face-to-face with Jurgen Höss decades later.",root_verb_fallback
Q126189109,The Commandant's Shadow,http://www.wikidata.org/entity/Q126189109,Commandant,draw,2023,"The Commandant's Shadow drew media comparisons to the 2023 film The Zone of Interest, a dramatization similarly focusing on the Höss family's life adjacent to Auschwitz.",root_verb_fallback
Q130742499,The Correspondent (film),http://www.wikidata.org/entity/Q130742499,Richard Roxburgh,star,Julian Maroun,"The film stars Richard Roxburgh, Julian Maroun, Rahel Romahn, Yael Stone, and Mojean Aria.",root_verb_fallback
Q130742499,The Correspondent (film),http://www.wikidata.org/entity/Q130742499,Peter Greste,focus,Cairo,"The plot focuses on Australian foreign correspondent and journalist Peter Greste, who was arrested in Cairo and held in an Egyptian prison for nearly two years, and is adapted from Greste's 2017 memoir The First Casualty.",root_verb_fallback
Q119998666,The Count of Monte Cristo (2024 film),http://www.wikidata.org/entity/Q119998666,Matthieu Delaporte,star,Alexandre de La Patellière,"Adapted and directed by Matthieu Delaporte and Alexandre de La Patellière, the film stars Pierre Niney as Edmond Dantès.",root_verb_fallback
Q113300899,The Crow (2024 film),http://www.wikidata.org/entity/Q113300899,Rupert Sanders,direct,Zach Baylin,It was directed by Rupert Sanders from a screenplay by Zach Baylin and William Schneider.,root_verb_fallback
Q113300899,The Crow (2024 film),http://www.wikidata.org/entity/Q113300899,France,star,the United States,"A co-production between France, the United States and the United Kingdom, the film stars Bill Skarsgård as Eric Draven /",root_verb_fallback
Q128774983,The Cut (2024 film),http://www.wikidata.org/entity/Q128774983,the Toronto International Film Festival,premier,September 2024,The film premiered as a Special Presentation at the Toronto International Film Festival on 5 September 2024.,root_verb_fallback
Q130550536,Daddy's Head,http://www.wikidata.org/entity/Q130550536,Isaac,follow,Laura,It plot follows Isaac (Turnbull) and his stepmother Laura (Brown) who are haunted by a strange creature that starts walking around the house after the funeral of his father James (Aitken).,root_verb_fallback
Q124319816,Dahomey (film),http://www.wikidata.org/entity/Q124319816,France,explore,Benin,"The film explores how the artifacts were returned from France to Benin, and the reactions of Beninese people.",root_verb_fallback
Q123284951,Damaged (film),http://www.wikidata.org/entity/Q123284951,Terry McDonough,damage,Samuel L. Jackson,"Damaged is a 2024 crime thriller film directed by Terry McDonough and starring Samuel L. Jackson, Vincent Cassel and Gianni Capaldi.",root_verb_fallback
Q123284951,Damaged (film),http://www.wikidata.org/entity/Q123284951,Chicago,follow,Dan Lawson,"It follows Chicago-based detective Dan Lawson (Jackson) who investigates a string of serial killings in Scotland alongside another detective, Walker Bravo (Cassel).",root_verb_fallback
Q123284951,Damaged (film),http://www.wikidata.org/entity/Q123284951,Lawson,discover,five years,"As the case continues, Lawson discovers a pattern similar to another killing spree he handled five years prior.",root_verb_fallback
Q112811482,Damsel (2024 film),http://www.wikidata.org/entity/Q112811482,Ray Winstone,consist,Nick Robinson,"The rest of the principal cast consists of Ray Winstone, Nick Robinson, Shohreh Aghdashloo, Angela Bassett, and Robin Wright.",root_verb_fallback
Q130416905,Dan Da Dan: First Encounter,http://www.wikidata.org/entity/Q130416905,Fūga Yamashiro,direct,Hiroshi Seko,The compilation film was directed by Fūga Yamashiro and written by Hiroshi Seko.,root_verb_fallback
Q125422463,Dancing Village: The Curse Begins,http://www.wikidata.org/entity/Q125422463,MD Pictures,produce,Aulia Sarah,"This film was produced by MD Pictures and stars Aulia Sarah, Maudy Effrosina, and Jourdy Pranata.",root_verb_fallback
Q124459714,Dandelion (2024 film),http://www.wikidata.org/entity/Q124459714,KiKi Layne,star,Thomas Doherty,"It stars KiKi Layne, Thomas Doherty, Melanie Nicholls-King, Brady Stablein, Jack Stablein, and Grace Kaiser.",root_verb_fallback
Q124739921,Dange (film),http://www.wikidata.org/entity/Q124739921,Hindi,shoot,Tamil,The film was shot simultaneously in Hindi and Tamil and stars Harshvardhan Rane and Ehan Bhat in the Hindi version while Arjun Das and Kalidas Jayaram starin the Tamil version.,root_verb_fallback
Q124739921,Dange (film),http://www.wikidata.org/entity/Q124739921,Nikita Dutta,appear,Sanchana Natarajan,"Nikita Dutta, Sanchana Natarajan and TJ Bhanu appear in supporting roles.",root_verb_fallback
Q122194097,Danny Jigar,http://www.wikidata.org/entity/Q122194097,Nilay Chotai,produce,Dipen Patel,The film was produced by Nilay Chotai and Dipen Patel.,root_verb_fallback
Q122194097,Danny Jigar,http://www.wikidata.org/entity/Q122194097,Yash Soni,star,Tarjanee Bhadla,"It stars Yash Soni, Tarjanee Bhadla, Jitendra Thakkar, and Chetan Daiya.",root_verb_fallback
Q131438093,Dappankuthu (film),http://www.wikidata.org/entity/Q131438093,Sankara Pandian,star,Dheepthi Raj,The film stars Sankara Pandian and Dheepthi Raj.,root_verb_fallback
Q131438093,Dappankuthu (film),http://www.wikidata.org/entity/Q131438093,Jeganathan Sivasubramanian,produce,Modern Digitech,The film was produced by Jeganathan Sivasubramanian under the banner of Modern Digitech Media LLP.,root_verb_fallback
Q123193268,Dard (2024 film),http://www.wikidata.org/entity/Q123193268,Hindi,film,Dorod,"Filmed simultaneously in Hindi and Bengali, with the latter being titled as Dorod (transl.",root_verb_fallback
Q132014138,Dark Match (film),http://www.wikidata.org/entity/Q132014138,the late 1980s,follow,SAW,"Set in the late 1980s, the film follows SAW, an independent wrestling promotion where Nicky, known as Miss Behave, ignites a bitter rivalry with the popular Kate the Great.",root_verb_fallback
Q132014138,Dark Match (film),http://www.wikidata.org/entity/Q132014138,Joe Lean,become,Prophet,"Meanwhile, aging wrestler and manager Joe Lean becomes involved in a dangerous one-night event staged in a remote village by a promoter working with cultists led by The Prophet, a former wrestler with a troubled past.",root_verb_fallback
Q126547244,Dark World (2024 film),http://www.wikidata.org/entity/Q126547244,Munna Khan,produce,Munna Khan Multimedia,It was produced by Munna Khan under the banner of Munna Khan Multimedia and distributed by The Abhi Kathachitra.,root_verb_fallback
Q126547244,Dark World (2024 film),http://www.wikidata.org/entity/Q126547244,Munna Khan,play,Koushani Mukherjee,"Munna Khan and Koushani Mukherjee played the lead roles and Misha Sawdagor, Deepa Khandakar, Borda Mithu, Shiba Shanu, Don, Maruf Akib, Shimul Khan, Chikon Ali and others played supporting roles.",root_verb_fallback
Q125507379,Darkest Miriam,http://www.wikidata.org/entity/Q125507379,Martha Baillie's,meet,The Incident Report,"Adapted from Martha Baillie's novel The Incident Report, the film stars Britt Lower as Miriam, a librarian in Toronto who leads a closed-off, grief-stricken life after her father's death; amid a series of strange incidents at the library, she meets and begins a romance with Janko, a Slovenian immigrant who opens her up to new possibilities.",root_verb_fallback
Q116976558,Darkness of Man,http://www.wikidata.org/entity/Q116976558,Jean-Claude Van Damme,star,Kristanna Loken,"It stars Jean-Claude Van Damme, Kristanna Loken, Emerson Min, Spencer Breslin, Sticky Fingaz, and Shannen Doherty.",root_verb_fallback
Q116976558,Darkness of Man,http://www.wikidata.org/entity/Q116976558,Interpol,follow,Russell Hatch,The plot follows Interpol operative Russell Hatch who witnesses the death of an informant when a seemingly routine raid goes wrong.,root_verb_fallback
Q125908017,Darla in Space,http://www.wikidata.org/entity/Q125908017,Alex E. Harris,star,Darla Peterson,The film stars Alex E. Harris as Darla Peterson who runs a business which makes custom caskets for cats.,root_verb_fallback
Q125908017,Darla in Space,http://www.wikidata.org/entity/Q125908017,Thomas Jay Ryan,star,Constance Shulman,"Thomas Jay Ryan, Constance Shulman, and Jenn Lyon also stars in supporting roles.",root_verb_fallback
Q127605831,Darling (2024 film),http://www.wikidata.org/entity/Q127605831,Priyadarshi Pulikonda,feature,Nabha Natesh,"The film features Priyadarshi Pulikonda and Nabha Natesh in lead roles, with music composed by Vivek Sagar.",root_verb_fallback
Q125149907,Dashmi,http://www.wikidata.org/entity/Q125149907,Vardhan Puri,feature,Rajesh Jais,"The film features Vardhan Puri, Rajesh Jais, Monica Chaudhary, and Daljeet Kaur as lead characters.",root_verb_fallback
Q130304202,Daughter's Daughter,http://www.wikidata.org/entity/Q130304202,Chang,star,Karena Lam,"Chang also stars in a lead role, alongside Karena Lam and Eugenie Liu, with the film following a recently retired mother (Chang) who loses her daughter (Liu) in an accident and has to make decisions about a frozen embryo her daughter left behind.",root_verb_fallback
Q136339237,Day of a Lion,http://www.wikidata.org/entity/Q136339237,Foscht,premier,Bianca Foscht,"A psychodrama written, directed and starring the Foscht twins, Bianca Foscht and Dilara Foscht, it premiered in December 2024 at the Wales International Film Festival, where it won Best Foreign Feature Film.",root_verb_fallback
Q124400146,Dayarani,http://www.wikidata.org/entity/Q124400146,Mohan Gurung,produce,New IT Venture,"It's produced by Mohan Gurung, New IT Venture, Kiran Gurung, Kendra Limbu, Maj.",root_verb_fallback
Q124400146,Dayarani,http://www.wikidata.org/entity/Q124400146,Dayahang Rai,feature,Diya Pun & Bijay Baral,"It features Dayahang Rai, Diya Pun & Bijay Baral in pivotal roles.",root_verb_fallback
Q125361231,DeAr,http://www.wikidata.org/entity/Q125361231,G. V. Prakash Kumar,star,Aishwarya Rajesh,"The film stars G. V. Prakash Kumar and Aishwarya Rajesh in the lead role, alongside Rohini, Kaali Venkat, Ilavarasu, and Thalaivasal Vijay.",root_verb_fallback
